# FD Alumni Hub — Games Missing Stream Links
# Tournament: FD Alumni Basketball Tournament 2025
# Generated: 2026-03-04T04:14:34.408Z
# Partner: Clutch (streaming)
# Total: 93 of 93 games
Game ID,Date,Time,Away Team,Home Team,Division,Phase,Bracket Code,Venue,Status,Missing Fields
cmmbe5bde009ihxphdd4h0ty9,"Jul 9, 2025",7:10 PM,Class 79/80,Class 75,Gold,Pool,,FD Jungle,scheduled,streamUrl
cmmbe5c4n009ohxphwgtsaqh1,"Jul 9, 2025",8:20 PM,Class 99/01/03,Class 430-5,Gold,Pool,,FD Jungle,scheduled,streamUrl
cmmbe5cxe009uhxph0v4ov8yd,"Jul 10, 2025",6:00 PM,Class 1988,Class 84/85,Gold,Pool,,FD Jungle,scheduled,streamUrl
cmmbe5dqg00a0hxphdeiaj40x,"Jul 10, 2025",7:10 PM,Class 1989,Class 82/86/AD7/92,Gold,Pool,,FD Jungle,scheduled,streamUrl
cmmbe5ehq00a6hxphr0a09vw2,"Jul 10, 2025",8:20 PM,Class 2025,Class 2013,Maroon,Pool,,FD Jungle,final,streamUrl
cmmbe5fcy00achxpho1cx2dgo,"Jul 11, 2025",6:00 PM,Class 99/01/03,Class 1991,Gold,Pool,,FD Jungle,scheduled,streamUrl
cmmbe5g4q00aihxphrk6081jj,"Jul 11, 2025",7:10 PM,Class 05,Class 2006,Maroon,Pool,,FD Jungle,scheduled,streamUrl
cmmbe5gx200aohxphre8dl87l,"Jul 11, 2025",8:20 PM,Class 2010,Class 08/09,Maroon,Pool,,FD Jungle,scheduled,streamUrl
cmmbe5ho600auhxphuyp2fbw3,"Jul 12, 2025",11:00 AM,Class 2024,Class 2014,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5igu00b0hxph63m8o73u,"Jul 12, 2025",12:10 PM,Class 2020,Class 2016/17,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5j9100b6hxpha4akarmp,"Jul 12, 2025",1:20 PM,Class 08/09,Class 2007,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5k1e00bchxphqp2yhx2u,"Jul 12, 2025",2:30 PM,Class 1988,Class 75,Platinum,Playoff (PP),PP,FD Jungle,scheduled,streamUrl
cmmbe5ksd00bihxph3o4g3cs7,"Jul 12, 2025",3:40 PM,Class 2022,Class 2025,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5lli00bohxphyihoqbyt,"Jul 12, 2025",4:50 PM,Class 2023,Class 18/19,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5mcm00buhxphe9p0i2zn,"Jul 12, 2025",6:00 PM,Class 84/85,Class 1989,Platinum,Playoff (PP),PP,FD Jungle,scheduled,streamUrl
cmmbe5nal00c0hxphh0uv7ajb,"Jul 12, 2025",7:10 PM,Class 2021,Class 12 Pack,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5o2p00c6hxphfgpk4gj6,"Jul 12, 2025",8:20 PM,Class 2015,Class 2013,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5oua00cchxphpwy0bo8u,"Jul 13, 2025",12:10 PM,Class 430-5,Class 91,Gold,Playoff (GP),GP,FD Jungle,scheduled,streamUrl
cmmbe5plt00cihxphcwtezps0,"Jul 13, 2025",1:20 PM,Class 2010,Class 2006,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5qem00cohxphhn01x0mx,"Jul 13, 2025",2:30 PM,Class WMP1,Class 02/04,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5r5t00cuhxphmugv5pmu,"Jul 13, 2025",3:40 PM,Class 05,Class 96/97/2000,Gold,Playoff (GP),GP,FD Jungle,scheduled,streamUrl
cmmbe5rwh00d0hxphwfa2s9n7,"Jul 13, 2025",4:50 PM,Class WMP4,Class WMP5,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5so500d6hxphtgobrjbf,"Jul 13, 2025",6:00 PM,Class WMP3,Class WMP2,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5tff00dchxphjutbh1sz,"Jul 14, 2025",6:00 PM,Class WPP1,Class 79/80,Platinum,Playoff (PP),PP,FD Jungle,scheduled,streamUrl
cmmbe5u7000dihxphkpelkw5g,"Jul 14, 2025",7:10 PM,Class WMP8,Class WMP7,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5uy200dohxphtwirad68,"Jul 14, 2025",8:20 PM,Class WMP6,Class WMP9,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5vq200duhxph9zsc777z,"Jul 15, 2025",6:00 PM,Class WPP2,Class 82/86/AD7/92,Platinum,Playoff (PP),PP,FD Jungle,scheduled,streamUrl
cmmbe5wkl00e0hxphb70rgf93,"Jul 15, 2025",7:10 PM,Class WGP1,Class 99/01/03,Gold,Playoff (GP),GP,FD Jungle,scheduled,streamUrl
cmmbe5xbp00e6hxphs3ck1o3n,"Jul 15, 2025",8:20 PM,Class WGP2,Class 98,Gold,Playoff (GP),GP,FD Jungle,scheduled,streamUrl
cmmbe5y4u00echxphishg9hdh,"Jul 16, 2025",6:30 PM,Class WMP12,Class WMP11,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5z4100eihxphexerlhr6,"Jul 16, 2025",7:45 PM,Class WMP13,Class WMP10,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
cmmbe5zv800eohxphlc8y6gjo,"Jul 17, 2025",6:00 PM,Class TBD,Class TBD,Special,Playoff (TBD),TBD,FD Jungle,scheduled,streamUrl
cmmbe60mx00euhxph0l39ifva,"Jul 17, 2025",7:10 PM,Class WPP4,Class WPP3,Platinum,Playoff (PP),PP,FD Jungle,scheduled,streamUrl
cmmbe61f900f0hxphw9sufmxy,"Jul 17, 2025",8:20 PM,Class WGP4,Class WGP3,Gold,Playoff (GP),GP,FD Jungle,scheduled,streamUrl
cmmbe627h00f6hxphazm4glpk,"Jul 18, 2025",6:00 PM,Class FS,Class FS,Special,Father-Son,FS,FD Jungle,scheduled,streamUrl
cmmbe630v00fchxphf7a5kxzp,"Jul 18, 2025",7:10 PM,Class 90,Class 95,Gold,Pool,,FD Jungle,scheduled,streamUrl
cmmbe63t400fihxph9u6yn00u,"Jul 18, 2025",8:20 PM,Class WMP15,Class WMP14,Maroon,Playoff (MP),MP,FD Jungle,scheduled,streamUrl
